scenario,scenario_label,district,district_sensitivity_role,industry_code,industry_name,official_city_subgroup_employment,official_district_72_employment,base_district_subgroup_employment,scenario_district_subgroup_employment,difference_from_base,scenario_method,district_subgroup_is_modelled,core_is_hard_control,geometry_or_spatial_allocation_used,grid_created,reach_percentage_calculated,reference_date,employment_universe
base,Base,奉贤区,neutral,725,广告业,100658,54954,2905,2905,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
base,Base,崇明区,neutral,725,广告业,100658,19072,1008,1008,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,黄浦区,priority_office_centre,721,组织管理服务,228288,191187,22919,24160,1241,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,徐汇区,neutral,721,组织管理服务,228288,151850,18204,18204,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,长宁区,priority_office_centre,721,组织管理服务,228288,106199,12731,13420,689,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,静安区,priority_office_centre,721,组织管理服务,228288,228852,27434,28920,1486,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,普陀区,priority_office_centre,721,组织管理服务,228288,88096,10561,11133,572,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,虹口区,neutral,721,组织管理服务,228288,54193,6497,6497,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,杨浦区,neutral,721,组织管理服务,228288,55036,6598,6598,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,闵行区,neutral,721,组织管理服务,228288,185963,22293,22293,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,宝山区,composition_risk,721,组织管理服务,228288,166347,19941,15953,-3988,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,嘉定区,neutral,721,组织管理服务,228288,95276,11422,11422,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,浦东新区,neutral,721,组织管理服务,228288,363367,43560,43560,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,金山区,neutral,721,组织管理服务,228288,31730,3804,3804,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,松江区,neutral,721,组织管理服务,228288,68145,8169,8169,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,青浦区,neutral,721,组织管理服务,228288,44055,5281,5281,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,奉贤区,neutral,721,组织管理服务,228288,54954,6588,6588,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,崇明区,neutral,721,组织管理服务,228288,19072,2286,2286,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,黄浦区,priority_office_centre,723,法律服务,50311,191187,5051,5325,274,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,徐汇区,neutral,723,法律服务,50311,151850,4012,4012,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,长宁区,priority_office_centre,723,法律服务,50311,106199,2806,2958,152,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,静安区,priority_office_centre,723,法律服务,50311,228852,6046,6373,327,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,普陀区,priority_office_centre,723,法律服务,50311,88096,2327,2453,126,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,虹口区,neutral,723,法律服务,50311,54193,1432,1432,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,杨浦区,neutral,723,法律服务,50311,55036,1454,1454,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,闵行区,neutral,723,法律服务,50311,185963,4913,4913,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,宝山区,composition_risk,723,法律服务,50311,166347,4395,3516,-879,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,嘉定区,neutral,723,法律服务,50311,95276,2517,2517,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,浦东新区,neutral,723,法律服务,50311,363367,9600,9600,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,金山区,neutral,723,法律服务,50311,31730,838,838,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,松江区,neutral,723,法律服务,50311,68145,1800,1800,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,青浦区,neutral,723,法律服务,50311,44055,1164,1164,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,奉贤区,neutral,723,法律服务,50311,54954,1452,1452,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,崇明区,neutral,723,法律服务,50311,19072,504,504,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,黄浦区,priority_office_centre,724,咨询与调查,363868,191187,36531,38509,1978,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,徐汇区,neutral,724,咨询与调查,363868,151850,29014,29014,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,长宁区,priority_office_centre,724,咨询与调查,363868,106199,20292,21391,1099,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,静安区,priority_office_centre,724,咨询与调查,363868,228852,43728,46096,2368,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,普陀区,priority_office_centre,724,咨询与调查,363868,88096,16833,17745,912,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,虹口区,neutral,724,咨询与调查,363868,54193,10355,10355,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,杨浦区,neutral,724,咨询与调查,363868,55036,10516,10516,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,闵行区,neutral,724,咨询与调查,363868,185963,35533,35533,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,宝山区,composition_risk,724,咨询与调查,363868,166347,31785,25428,-6357,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,嘉定区,neutral,724,咨询与调查,363868,95276,18205,18205,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,浦东新区,neutral,724,咨询与调查,363868,363367,69430,69430,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,金山区,neutral,724,咨询与调查,363868,31730,6063,6063,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,松江区,neutral,724,咨询与调查,363868,68145,13021,13021,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,青浦区,neutral,724,咨询与调查,363868,44055,8418,8418,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,奉贤区,neutral,724,咨询与调查,363868,54954,10500,10500,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,崇明区,neutral,724,咨询与调查,363868,19072,3644,3644,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,黄浦区,priority_office_centre,725,广告业,100658,191187,10106,10654,548,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,徐汇区,neutral,725,广告业,100658,151850,8026,8026,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,长宁区,priority_office_centre,725,广告业,100658,106199,5613,5917,304,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,静安区,priority_office_centre,725,广告业,100658,228852,12097,12752,655,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,普陀区,priority_office_centre,725,广告业,100658,88096,4656,4908,252,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,虹口区,neutral,725,广告业,100658,54193,2864,2864,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,杨浦区,neutral,725,广告业,100658,55036,2909,2909,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,闵行区,neutral,725,广告业,100658,185963,9830,9830,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,宝山区,composition_risk,725,广告业,100658,166347,8793,7034,-1759,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,嘉定区,neutral,725,广告业,100658,95276,5036,5036,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,浦东新区,neutral,725,广告业,100658,363367,19207,19207,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
high_office_intensity,High office intensity,金山区,neutral,725,广告业,100658,31730,1677,1677,0,subgroup-conserving targeted composition sensitivity: Base preserves the current maximum-entropy allocation; Low transfers 20% of Baoshan's Base selected-72 allocation from Huangpu/Jing'an/Changning/Putuo to Baoshan; High reverses the same transfer. Each 721/723/724/725 Shanghai total is preserved exactly.,True,True,False,False,False,2023-12-31,people employed by Shanghai legal entities at 2023-12-31; individual-business employment excluded
