accounting_stratum_id,district,control_name,source_preference_tier,candidate_source_id,source_provider,source_title,source_url,year_or_vintage,spatial_resolution,measure_or_proxy,access_method,license_or_reuse_restriction,reproducibly_acquirable,can_distinguish_exact_reach_inside_outside,expected_usefulness_for_control,availability_finding,independent_of_existing_jrc_overture_surface
310115503000,浦东新区,张江高科技园区,1,district-epc5-publication,浦东新区 statistics authority,"Fifth National Economic Census main data bulletin, first bulletin",https://www.pudong.gov.cn/zwgk/tjj_gkml_ywl_tjsj_gb/2025/295/347226.html,2023-12-31,street/town or functional-zone aggregate already used as the accounting control,legal-entity employment and legal-unit counts; separate district industry table,public district-government HTML/PDF attachment,official publication; cite source; no establishment microdata redistribution,YES for published aggregates,NO,"Locks the official control total and universe. Exhaustive table review found no public industry-by-control, establishment-location, or sub-control employment table.","AVAILABLE, BUT NO FINER PUBLIC BREAKDOWN FOUND",True
310115503000,浦东新区,张江高科技园区,2,official-control-context,Pudong New Area Statistics Bureau,"Pudong Statistical Yearbook 2025, Table 20-3: Zhangjiang Area",https://www.pudong.gov.cn/assets/xls/tjj/2025/%E7%AC%AC%E4%BA%8C%E5%8D%81%E7%AF%87%20%E9%87%8D%E7%82%B9%E5%BC%80%E5%8F%91%E5%8C%BA%E5%92%8C%E8%A1%97%E9%95%87.pdf,2023 and 2024,whole reported Zhangjiang area,end-term employed persons and economic indicators,public government HTML/PDF,official publication; citation permitted; no implied license for unpublished microdata,YES for published aggregates,NO,"Direct aggregate context, but the reported Zhangjiang area includes multiple planning/industrial areas and is not the 469,000-worker census accounting stratum; no subarea split.",AVAILABLE AS AGGREGATE VALIDATION ONLY,True
310115503000,浦东新区,张江高科技园区,2,official-planning-scope,Pudong New Area Government,Zhangjiang planning-scope publication,https://www.pudong.gov.cn/zwgk/14482.gkml_ywl_sthjgl/2025/171/341785.html,2025 publication,reported 28.26 km2 planning scope; no reusable census-stratum vector,planning scope and land-use interpretation,public government HTML/PDF,official publication; citation permitted; no reusable vector license found,YES for published scope description; NO for an exact vector,NO,Authoritative validation/sensitivity interpretation only. The reported planning scope is not assumed equal to the economic-census accounting stratum and differs materially from the selected 2020 statistical support.,"AVAILABLE FOR VALIDATION, NOT AS CENSUS SUPPORT",True
310115503000,浦东新区,张江高科技园区,3,baidu-huiyan-work-population,Baidu Maps Huiyan,Population geography big-data API: work-population grid/custom-area analysis,https://huiyan.baidu.com/products/popgeoapiservice,contract-defined; request a stable 2023 historical reference period,grid and arbitrary polygon/custom area; exact cell size disclosed only in contract,"work population, service population, visitation, and commuting proxy",commercial inquiry; API/DaaS or licensed offline extract,commercial contract; assume no raw redistribution unless expressly licensed,"CONDITIONAL: freeze request polygons, dates, parameters, returned cells, and provider metadata under contract",YES if grid cells or exact custom-polygon totals are licensed,"Strongest workplace-specific discriminator for 张江高科技园区. Large workforce and boundary uncertainty; R&D/industrial building functions help, but the support is already 95.85% inside and planning-area statistics do not identify the census stratum. It is not the legal-entity census universe and must only inform within-control shares.","COMMERCIAL; PRICE, RETENTION, HISTORICAL COVERAGE, AND REDISTRIBUTION REQUIRE A QUOTE",True
310115503000,浦东新区,张江高科技园区,4,shanghai-metro-entry-exit,Shanghai Municipal Transportation Commission via Shanghai Public Data Open Platform,Citywide metro station entry and exit passenger volume,https://data.sh.gov.cn/,daily or real-time; request representative 2023 weekdays if retained,station point by day or real-time interval,passenger entries/exits; not employment and not necessarily AM-peak alightings,public-data portal download/API; registration or conditional-use application may apply,Shanghai public-data terms; cite provider; conditional datasets require a data-use agreement,CONDITIONAL on dataset access and historical retention,NO: station catchments cross control/reach boundaries and trips are multi-purpose,"Independent validation signal for workplace-center timing in 张江高科技园区, never an employment count. No public official AM-peak alighting table was located in this audit.",OFFICIAL STATION FLOW DATASET EXISTS; REQUIRED AM-PEAK/HISTORICAL DETAIL NOT CONFIRMED,True
310115503000,浦东新区,张江高科技园区,5,official-registry-establishments,Shanghai Administration for Market Regulation / GSXT,Shanghai enterprise registration machine-readable basic archives,https://fw.scjgj.sh.gov.cn/achieve_outer/apply/notice,registry address/status current at acquisition,establishment registered-address point after geocoding,"enterprise name, registered address, status, registration metadata, and business scope",official record-by-record identity-verified lookup through Shanghai's one-stop government portal,public inspection right; no bulk-download or raw-redistribution license identified,NO at control scale without an official bulk extract; record-by-record lookup is auditable but impractical,"YES geometrically after geocoding, but registered address may not be the workplace","Potential establishment-location validation for 张江高科技园区; no public bulk enumeration or employment weight, and registered-address bias remains.",OFFICIAL RECORD-BY-RECORD ONLY; NOT PRACTICAL AS A COMPLETE CONTROL DATASET,True
310115503000,浦东新区,张江高科技园区,5,qichacha-insured-establishments,Qichacha Open Platform,"Enterprise risk-scan API with industry, address, branches, and insured count",https://openapi.qcc.com/dataApi/736,latest enterprise record and annual-report insured count available at acquisition,enterprise registered-address point after geocoding,"establishments, industry, branches, registered address, and reported insured count",commercial JSON API; enterprise-verified account and use-case approval,commercial contract; 6 RMB/query listed at audit date; assume no raw redistribution without written permission,"CONDITIONAL: freeze enterprise universe, API version, query date, raw responses, geocoder, and missingness/deduplication ledgers","YES geometrically after geocoding, but registered address and insured enrollment may differ from workplace","Potential employment-weighted point proxy for 张江高科技园区; incomplete insured counts, headquarters/branch duplication, centralized social-insurance enrollment, and registered-address bias require normalization to the official control total.",COMMERCIAL; ENUMERATION AND PER-RECORD COST MAKE A TARGETED PILOT PREFERABLE TO CITYWIDE ACQUISITION,True
310115503000,浦东新区,张江高科技园区,6,cmab-building-function-volume,Tsinghua University researchers / Figshare,"CMAB: Multi-Attribute Building Dataset of China, version 7",https://figshare.com/articles/dataset/CMAB-The_World_s_First_National-Scale_Multi-Attribute_Building_Dataset/27992417,dataset 2025; input imagery primarily 2022-2024,"individual building polygon with height, volume, and predicted function",office/industrial/commercial/public/residential building function and building volume,public Figshare download; subset Shanghai after freezing version/checksum,CC BY 4.0 with attribution,"YES; 15.81 GB national archive, versioned download",YES at building-polygon level,"Large workforce and boundary uncertainty; R&D/industrial building functions help, but the support is already 95.85% inside and planning-area statistics do not identify the census stratum. Building function is predicted and partly derived from map AOI/POI; it is an independent high-resolution morphology check, not a workplace count.",PUBLICLY AVAILABLE,True
310115503000,浦东新区,张江高科技园区,6,existing-jrc-overture-baseline,European Commission JRC and Overture Maps Foundation,Existing JRC non-residential built volume and Overture Places inputs,https://developers.google.com/earth-engine/datasets/catalog/JRC_GHSL_P2023A_GHS_BUILT_V,JRC 2020; Overture release 2026-07-22.0,100 m built-volume grid and place points,non-residential built volume and categorized place confidence,already frozen in PR #16 source pipeline,existing source-manifest terms and attribution,YES from the existing pipeline manifest,YES through existing 100 m partial-cell and point geometry,Existing baseline for 张江高科技园区; it cannot count as independent improvement because it already generates two of the compared allocation surfaces.,ALREADY USED; NOT NEW EVIDENCE,False
310115503000,浦东新区,张江高科技园区,6,global-building-atlas,Technical University of Munich / GlobalBuildingAtlas,"GlobalBuildingAtlas building polygons, heights, and LoD1 models",https://source.coop/tge-labs/globalbuildingatlas-lod1,2025 release; source imagery varies,individual building polygon and height,"building footprint, height, and volume; no workplace function",public cloud-hosted Parquet/GeoJSON distribution,polygon component published as ODbL; verify component-specific terms before redistribution,YES with frozen partitions/version/checksum,YES at building-polygon level,Independent geometry/height cross-check for 张江高科技园区; weaker than CMAB because it lacks building function and employment.,PUBLICLY AVAILABLE,True
310104014000,徐汇区,徐家汇街道,1,district-epc5-publication,徐汇区 statistics authority,"Fifth National Economic Census main data bulletin, first bulletin",https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c06982a9c100198f528792809df,2023-12-31,street/town or functional-zone aggregate already used as the accounting control,legal-entity employment and legal-unit counts; separate district industry table,public district-government HTML/PDF attachment,official publication; cite source; no establishment microdata redistribution,YES for published aggregates,NO,"Locks the official control total and universe. Exhaustive table review found no public industry-by-control, establishment-location, or sub-control employment table.","AVAILABLE, BUT NO FINER PUBLIC BREAKDOWN FOUND",True
310104014000,徐汇区,徐家汇街道,2,official-control-context,Xuhui District Government,Xujiahui subdistrict overview,https://www.xuhui.gov.cn/xhda/xhda/xhbl/xhnj/2021/01/26/9f8086927641192c01773db4784133ea.html,"2019 profile, published 2021","named commercial, institutional, education, and health anchors",establishment/anchor inventory and commercial context,public government HTML/PDF,official publication; citation permitted; no implied license for unpublished microdata,YES for published aggregates,NO,"Supports validation of major workplace nodes but is old, incomplete, and contains no employment weights.",AVAILABLE AS AGGREGATE VALIDATION ONLY,True
310104014000,徐汇区,徐家汇街道,3,baidu-huiyan-work-population,Baidu Maps Huiyan,Population geography big-data API: work-population grid/custom-area analysis,https://huiyan.baidu.com/products/popgeoapiservice,contract-defined; request a stable 2023 historical reference period,grid and arbitrary polygon/custom area; exact cell size disclosed only in contract,"work population, service population, visitation, and commuting proxy",commercial inquiry; API/DaaS or licensed offline extract,commercial contract; assume no raw redistribution unless expressly licensed,"CONDITIONAL: freeze request polygons, dates, parameters, returned cells, and provider metadata under contract",YES if grid cells or exact custom-polygon totals are licensed,Strongest workplace-specific discriminator for 徐家汇街道. Dense office/retail/education nodes and multiple stations make building-level function and mobile work population highly discriminating across the reach boundary. It is not the legal-entity census universe and must only inform within-control shares.,"COMMERCIAL; PRICE, RETENTION, HISTORICAL COVERAGE, AND REDISTRIBUTION REQUIRE A QUOTE",True
310104014000,徐汇区,徐家汇街道,4,shanghai-metro-entry-exit,Shanghai Municipal Transportation Commission via Shanghai Public Data Open Platform,Citywide metro station entry and exit passenger volume,https://data.sh.gov.cn/,daily or real-time; request representative 2023 weekdays if retained,station point by day or real-time interval,passenger entries/exits; not employment and not necessarily AM-peak alightings,public-data portal download/API; registration or conditional-use application may apply,Shanghai public-data terms; cite provider; conditional datasets require a data-use agreement,CONDITIONAL on dataset access and historical retention,NO: station catchments cross control/reach boundaries and trips are multi-purpose,"Independent validation signal for workplace-center timing in 徐家汇街道, never an employment count. No public official AM-peak alighting table was located in this audit.",OFFICIAL STATION FLOW DATASET EXISTS; REQUIRED AM-PEAK/HISTORICAL DETAIL NOT CONFIRMED,True
310104014000,徐汇区,徐家汇街道,5,official-registry-establishments,Shanghai Administration for Market Regulation / GSXT,Shanghai enterprise registration machine-readable basic archives,https://fw.scjgj.sh.gov.cn/achieve_outer/apply/notice,registry address/status current at acquisition,establishment registered-address point after geocoding,"enterprise name, registered address, status, registration metadata, and business scope",official record-by-record identity-verified lookup through Shanghai's one-stop government portal,public inspection right; no bulk-download or raw-redistribution license identified,NO at control scale without an official bulk extract; record-by-record lookup is auditable but impractical,"YES geometrically after geocoding, but registered address may not be the workplace","Potential establishment-location validation for 徐家汇街道; no public bulk enumeration or employment weight, and registered-address bias remains.",OFFICIAL RECORD-BY-RECORD ONLY; NOT PRACTICAL AS A COMPLETE CONTROL DATASET,True
310104014000,徐汇区,徐家汇街道,5,qichacha-insured-establishments,Qichacha Open Platform,"Enterprise risk-scan API with industry, address, branches, and insured count",https://openapi.qcc.com/dataApi/736,latest enterprise record and annual-report insured count available at acquisition,enterprise registered-address point after geocoding,"establishments, industry, branches, registered address, and reported insured count",commercial JSON API; enterprise-verified account and use-case approval,commercial contract; 6 RMB/query listed at audit date; assume no raw redistribution without written permission,"CONDITIONAL: freeze enterprise universe, API version, query date, raw responses, geocoder, and missingness/deduplication ledgers","YES geometrically after geocoding, but registered address and insured enrollment may differ from workplace","Potential employment-weighted point proxy for 徐家汇街道; incomplete insured counts, headquarters/branch duplication, centralized social-insurance enrollment, and registered-address bias require normalization to the official control total.",COMMERCIAL; ENUMERATION AND PER-RECORD COST MAKE A TARGETED PILOT PREFERABLE TO CITYWIDE ACQUISITION,True
310104014000,徐汇区,徐家汇街道,6,cmab-building-function-volume,Tsinghua University researchers / Figshare,"CMAB: Multi-Attribute Building Dataset of China, version 7",https://figshare.com/articles/dataset/CMAB-The_World_s_First_National-Scale_Multi-Attribute_Building_Dataset/27992417,dataset 2025; input imagery primarily 2022-2024,"individual building polygon with height, volume, and predicted function",office/industrial/commercial/public/residential building function and building volume,public Figshare download; subset Shanghai after freezing version/checksum,CC BY 4.0 with attribution,"YES; 15.81 GB national archive, versioned download",YES at building-polygon level,"Dense office/retail/education nodes and multiple stations make building-level function and mobile work population highly discriminating across the reach boundary. Building function is predicted and partly derived from map AOI/POI; it is an independent high-resolution morphology check, not a workplace count.",PUBLICLY AVAILABLE,True
310104014000,徐汇区,徐家汇街道,6,existing-jrc-overture-baseline,European Commission JRC and Overture Maps Foundation,Existing JRC non-residential built volume and Overture Places inputs,https://developers.google.com/earth-engine/datasets/catalog/JRC_GHSL_P2023A_GHS_BUILT_V,JRC 2020; Overture release 2026-07-22.0,100 m built-volume grid and place points,non-residential built volume and categorized place confidence,already frozen in PR #16 source pipeline,existing source-manifest terms and attribution,YES from the existing pipeline manifest,YES through existing 100 m partial-cell and point geometry,Existing baseline for 徐家汇街道; it cannot count as independent improvement because it already generates two of the compared allocation surfaces.,ALREADY USED; NOT NEW EVIDENCE,False
310104014000,徐汇区,徐家汇街道,6,global-building-atlas,Technical University of Munich / GlobalBuildingAtlas,"GlobalBuildingAtlas building polygons, heights, and LoD1 models",https://source.coop/tge-labs/globalbuildingatlas-lod1,2025 release; source imagery varies,individual building polygon and height,"building footprint, height, and volume; no workplace function",public cloud-hosted Parquet/GeoJSON distribution,polygon component published as ODbL; verify component-specific terms before redistribution,YES with frozen partitions/version/checksum,YES at building-polygon level,Independent geometry/height cross-check for 徐家汇街道; weaker than CMAB because it lacks building function and employment.,PUBLICLY AVAILABLE,True
310105102000,长宁区,新泾镇,1,district-epc5-publication,长宁区 statistics authority,"Fifth National Economic Census main data bulletin, first bulletin",https://zwgk.shcn.gov.cn/xxgk/zdgzlsqk-zw/2025/211/78163.html,2023-12-31,street/town or functional-zone aggregate already used as the accounting control,legal-entity employment and legal-unit counts; separate district industry table,public district-government HTML/PDF attachment,official publication; cite source; no establishment microdata redistribution,YES for published aggregates,NO,"Locks the official control total and universe. Exhaustive table review found no public industry-by-control, establishment-location, or sub-control employment table.","AVAILABLE, BUT NO FINER PUBLIC BREAKDOWN FOUND",True
310105102000,长宁区,新泾镇,3,baidu-huiyan-work-population,Baidu Maps Huiyan,Population geography big-data API: work-population grid/custom-area analysis,https://huiyan.baidu.com/products/popgeoapiservice,contract-defined; request a stable 2023 historical reference period,grid and arbitrary polygon/custom area; exact cell size disclosed only in contract,"work population, service population, visitation, and commuting proxy",commercial inquiry; API/DaaS or licensed offline extract,commercial contract; assume no raw redistribution unless expressly licensed,"CONDITIONAL: freeze request polygons, dates, parameters, returned cells, and provider metadata under contract",YES if grid cells or exact custom-polygon totals are licensed,"Strongest workplace-specific discriminator for 新泾镇. Only 3.34% of a mixed town is inside; mobile work population could verify the small reached edge, but the maximum three-model leverage is only 0.0193 Shanghai points. It is not the legal-entity census universe and must only inform within-control shares.","COMMERCIAL; PRICE, RETENTION, HISTORICAL COVERAGE, AND REDISTRIBUTION REQUIRE A QUOTE",True
310105102000,长宁区,新泾镇,4,shanghai-metro-entry-exit,Shanghai Municipal Transportation Commission via Shanghai Public Data Open Platform,Citywide metro station entry and exit passenger volume,https://data.sh.gov.cn/,daily or real-time; request representative 2023 weekdays if retained,station point by day or real-time interval,passenger entries/exits; not employment and not necessarily AM-peak alightings,public-data portal download/API; registration or conditional-use application may apply,Shanghai public-data terms; cite provider; conditional datasets require a data-use agreement,CONDITIONAL on dataset access and historical retention,NO: station catchments cross control/reach boundaries and trips are multi-purpose,"Independent validation signal for workplace-center timing in 新泾镇, never an employment count. No public official AM-peak alighting table was located in this audit.",OFFICIAL STATION FLOW DATASET EXISTS; REQUIRED AM-PEAK/HISTORICAL DETAIL NOT CONFIRMED,True
310105102000,长宁区,新泾镇,5,official-registry-establishments,Shanghai Administration for Market Regulation / GSXT,Shanghai enterprise registration machine-readable basic archives,https://fw.scjgj.sh.gov.cn/achieve_outer/apply/notice,registry address/status current at acquisition,establishment registered-address point after geocoding,"enterprise name, registered address, status, registration metadata, and business scope",official record-by-record identity-verified lookup through Shanghai's one-stop government portal,public inspection right; no bulk-download or raw-redistribution license identified,NO at control scale without an official bulk extract; record-by-record lookup is auditable but impractical,"YES geometrically after geocoding, but registered address may not be the workplace","Potential establishment-location validation for 新泾镇; no public bulk enumeration or employment weight, and registered-address bias remains.",OFFICIAL RECORD-BY-RECORD ONLY; NOT PRACTICAL AS A COMPLETE CONTROL DATASET,True
310105102000,长宁区,新泾镇,5,qichacha-insured-establishments,Qichacha Open Platform,"Enterprise risk-scan API with industry, address, branches, and insured count",https://openapi.qcc.com/dataApi/736,latest enterprise record and annual-report insured count available at acquisition,enterprise registered-address point after geocoding,"establishments, industry, branches, registered address, and reported insured count",commercial JSON API; enterprise-verified account and use-case approval,commercial contract; 6 RMB/query listed at audit date; assume no raw redistribution without written permission,"CONDITIONAL: freeze enterprise universe, API version, query date, raw responses, geocoder, and missingness/deduplication ledgers","YES geometrically after geocoding, but registered address and insured enrollment may differ from workplace","Potential employment-weighted point proxy for 新泾镇; incomplete insured counts, headquarters/branch duplication, centralized social-insurance enrollment, and registered-address bias require normalization to the official control total.",COMMERCIAL; ENUMERATION AND PER-RECORD COST MAKE A TARGETED PILOT PREFERABLE TO CITYWIDE ACQUISITION,True
310105102000,长宁区,新泾镇,6,cmab-building-function-volume,Tsinghua University researchers / Figshare,"CMAB: Multi-Attribute Building Dataset of China, version 7",https://figshare.com/articles/dataset/CMAB-The_World_s_First_National-Scale_Multi-Attribute_Building_Dataset/27992417,dataset 2025; input imagery primarily 2022-2024,"individual building polygon with height, volume, and predicted function",office/industrial/commercial/public/residential building function and building volume,public Figshare download; subset Shanghai after freezing version/checksum,CC BY 4.0 with attribution,"YES; 15.81 GB national archive, versioned download",YES at building-polygon level,"Only 3.34% of a mixed town is inside; mobile work population could verify the small reached edge, but the maximum three-model leverage is only 0.0193 Shanghai points. Building function is predicted and partly derived from map AOI/POI; it is an independent high-resolution morphology check, not a workplace count.",PUBLICLY AVAILABLE,True
310105102000,长宁区,新泾镇,6,existing-jrc-overture-baseline,European Commission JRC and Overture Maps Foundation,Existing JRC non-residential built volume and Overture Places inputs,https://developers.google.com/earth-engine/datasets/catalog/JRC_GHSL_P2023A_GHS_BUILT_V,JRC 2020; Overture release 2026-07-22.0,100 m built-volume grid and place points,non-residential built volume and categorized place confidence,already frozen in PR #16 source pipeline,existing source-manifest terms and attribution,YES from the existing pipeline manifest,YES through existing 100 m partial-cell and point geometry,Existing baseline for 新泾镇; it cannot count as independent improvement because it already generates two of the compared allocation surfaces.,ALREADY USED; NOT NEW EVIDENCE,False
310105102000,长宁区,新泾镇,6,global-building-atlas,Technical University of Munich / GlobalBuildingAtlas,"GlobalBuildingAtlas building polygons, heights, and LoD1 models",https://source.coop/tge-labs/globalbuildingatlas-lod1,2025 release; source imagery varies,individual building polygon and height,"building footprint, height, and volume; no workplace function",public cloud-hosted Parquet/GeoJSON distribution,polygon component published as ODbL; verify component-specific terms before redistribution,YES with frozen partitions/version/checksum,YES at building-polygon level,Independent geometry/height cross-check for 新泾镇; weaker than CMAB because it lacks building function and employment.,PUBLICLY AVAILABLE,True
310115502000,浦东新区,金桥经济技术开发区,1,district-epc5-publication,浦东新区 statistics authority,"Fifth National Economic Census main data bulletin, first bulletin",https://www.pudong.gov.cn/zwgk/tjj_gkml_ywl_tjsj_gb/2025/295/347226.html,2023-12-31,street/town or functional-zone aggregate already used as the accounting control,legal-entity employment and legal-unit counts; separate district industry table,public district-government HTML/PDF attachment,official publication; cite source; no establishment microdata redistribution,YES for published aggregates,NO,"Locks the official control total and universe. Exhaustive table review found no public industry-by-control, establishment-location, or sub-control employment table.","AVAILABLE, BUT NO FINER PUBLIC BREAKDOWN FOUND",True
310115502000,浦东新区,金桥经济技术开发区,2,official-control-context,Pudong New Area Statistics Bureau,"Pudong Statistical Yearbook 2025, Table 20-2: Jinqiao ETDZ",https://www.pudong.gov.cn/assets/xls/tjj/2025/%E7%AC%AC%E4%BA%8C%E5%8D%81%E7%AF%87%20%E9%87%8D%E7%82%B9%E5%BC%80%E5%8F%91%E5%8C%BA%E5%92%8C%E8%A1%97%E9%95%87.pdf,2023 and 2024,whole reported Jinqiao zone,"end-term employed persons, enterprise registrations, industrial output",public government HTML/PDF,official publication; citation permitted; no implied license for unpublished microdata,YES for published aggregates,NO,"Direct aggregate validation: 208,500 employed persons in 2023, close to but not identical with the rounded 203,000 census stratum. No inside/outside or subarea split; table scope is not proven identical to the census accounting stratum.",AVAILABLE AS AGGREGATE VALIDATION ONLY,True
310115502000,浦东新区,金桥经济技术开发区,2,official-planning-scope,Pudong New Area Government,Jinqiao development planning-scope publication,https://www.pudong.gov.cn/zwgk/006003002/2022/302/257742.html,2022 publication,reported 29.38 km2 planning scope; no reusable census-stratum vector,planning scope and land-use interpretation,public government HTML/PDF,official publication; citation permitted; no reusable vector license found,YES for published scope description; NO for an exact vector,NO,Authoritative validation/sensitivity interpretation only. The reported planning scope is not assumed equal to the economic-census accounting stratum and differs materially from the selected 2020 statistical support.,"AVAILABLE FOR VALIDATION, NOT AS CENSUS SUPPORT",True
310115502000,浦东新区,金桥经济技术开发区,3,baidu-huiyan-work-population,Baidu Maps Huiyan,Population geography big-data API: work-population grid/custom-area analysis,https://huiyan.baidu.com/products/popgeoapiservice,contract-defined; request a stable 2023 historical reference period,grid and arbitrary polygon/custom area; exact cell size disclosed only in contract,"work population, service population, visitation, and commuting proxy",commercial inquiry; API/DaaS or licensed offline extract,commercial contract; assume no raw redistribution unless expressly licensed,"CONDITIONAL: freeze request polygons, dates, parameters, returned cells, and provider metadata under contract",YES if grid cells or exact custom-polygon totals are licensed,"Strongest workplace-specific discriminator for 金桥经济技术开发区. Largest local spread; industrial/office building functions can test concentration, but only a zone-member roster or workplace grid can overcome the approximate census-zone support. It is not the legal-entity census universe and must only inform within-control shares.","COMMERCIAL; PRICE, RETENTION, HISTORICAL COVERAGE, AND REDISTRIBUTION REQUIRE A QUOTE",True
310115502000,浦东新区,金桥经济技术开发区,4,shanghai-metro-entry-exit,Shanghai Municipal Transportation Commission via Shanghai Public Data Open Platform,Citywide metro station entry and exit passenger volume,https://data.sh.gov.cn/,daily or real-time; request representative 2023 weekdays if retained,station point by day or real-time interval,passenger entries/exits; not employment and not necessarily AM-peak alightings,public-data portal download/API; registration or conditional-use application may apply,Shanghai public-data terms; cite provider; conditional datasets require a data-use agreement,CONDITIONAL on dataset access and historical retention,NO: station catchments cross control/reach boundaries and trips are multi-purpose,"Independent validation signal for workplace-center timing in 金桥经济技术开发区, never an employment count. No public official AM-peak alighting table was located in this audit.",OFFICIAL STATION FLOW DATASET EXISTS; REQUIRED AM-PEAK/HISTORICAL DETAIL NOT CONFIRMED,True
310115502000,浦东新区,金桥经济技术开发区,5,official-registry-establishments,Shanghai Administration for Market Regulation / GSXT,Shanghai enterprise registration machine-readable basic archives,https://fw.scjgj.sh.gov.cn/achieve_outer/apply/notice,registry address/status current at acquisition,establishment registered-address point after geocoding,"enterprise name, registered address, status, registration metadata, and business scope",official record-by-record identity-verified lookup through Shanghai's one-stop government portal,public inspection right; no bulk-download or raw-redistribution license identified,NO at control scale without an official bulk extract; record-by-record lookup is auditable but impractical,"YES geometrically after geocoding, but registered address may not be the workplace","Potential establishment-location validation for 金桥经济技术开发区; no public bulk enumeration or employment weight, and registered-address bias remains.",OFFICIAL RECORD-BY-RECORD ONLY; NOT PRACTICAL AS A COMPLETE CONTROL DATASET,True
310115502000,浦东新区,金桥经济技术开发区,5,qichacha-insured-establishments,Qichacha Open Platform,"Enterprise risk-scan API with industry, address, branches, and insured count",https://openapi.qcc.com/dataApi/736,latest enterprise record and annual-report insured count available at acquisition,enterprise registered-address point after geocoding,"establishments, industry, branches, registered address, and reported insured count",commercial JSON API; enterprise-verified account and use-case approval,commercial contract; 6 RMB/query listed at audit date; assume no raw redistribution without written permission,"CONDITIONAL: freeze enterprise universe, API version, query date, raw responses, geocoder, and missingness/deduplication ledgers","YES geometrically after geocoding, but registered address and insured enrollment may differ from workplace","Potential employment-weighted point proxy for 金桥经济技术开发区; incomplete insured counts, headquarters/branch duplication, centralized social-insurance enrollment, and registered-address bias require normalization to the official control total.",COMMERCIAL; ENUMERATION AND PER-RECORD COST MAKE A TARGETED PILOT PREFERABLE TO CITYWIDE ACQUISITION,True
310115502000,浦东新区,金桥经济技术开发区,6,cmab-building-function-volume,Tsinghua University researchers / Figshare,"CMAB: Multi-Attribute Building Dataset of China, version 7",https://figshare.com/articles/dataset/CMAB-The_World_s_First_National-Scale_Multi-Attribute_Building_Dataset/27992417,dataset 2025; input imagery primarily 2022-2024,"individual building polygon with height, volume, and predicted function",office/industrial/commercial/public/residential building function and building volume,public Figshare download; subset Shanghai after freezing version/checksum,CC BY 4.0 with attribution,"YES; 15.81 GB national archive, versioned download",YES at building-polygon level,"Largest local spread; industrial/office building functions can test concentration, but only a zone-member roster or workplace grid can overcome the approximate census-zone support. Building function is predicted and partly derived from map AOI/POI; it is an independent high-resolution morphology check, not a workplace count.",PUBLICLY AVAILABLE,True
310115502000,浦东新区,金桥经济技术开发区,6,existing-jrc-overture-baseline,European Commission JRC and Overture Maps Foundation,Existing JRC non-residential built volume and Overture Places inputs,https://developers.google.com/earth-engine/datasets/catalog/JRC_GHSL_P2023A_GHS_BUILT_V,JRC 2020; Overture release 2026-07-22.0,100 m built-volume grid and place points,non-residential built volume and categorized place confidence,already frozen in PR #16 source pipeline,existing source-manifest terms and attribution,YES from the existing pipeline manifest,YES through existing 100 m partial-cell and point geometry,Existing baseline for 金桥经济技术开发区; it cannot count as independent improvement because it already generates two of the compared allocation surfaces.,ALREADY USED; NOT NEW EVIDENCE,False
310115502000,浦东新区,金桥经济技术开发区,6,global-building-atlas,Technical University of Munich / GlobalBuildingAtlas,"GlobalBuildingAtlas building polygons, heights, and LoD1 models",https://source.coop/tge-labs/globalbuildingatlas-lod1,2025 release; source imagery varies,individual building polygon and height,"building footprint, height, and volume; no workplace function",public cloud-hosted Parquet/GeoJSON distribution,polygon component published as ODbL; verify component-specific terms before redistribution,YES with frozen partitions/version/checksum,YES at building-polygon level,Independent geometry/height cross-check for 金桥经济技术开发区; weaker than CMAB because it lacks building function and employment.,PUBLICLY AVAILABLE,True
310115005000,浦东新区,陆家嘴街道,1,district-epc5-publication,浦东新区 statistics authority,"Fifth National Economic Census main data bulletin, first bulletin",https://www.pudong.gov.cn/zwgk/tjj_gkml_ywl_tjsj_gb/2025/295/347226.html,2023-12-31,street/town or functional-zone aggregate already used as the accounting control,legal-entity employment and legal-unit counts; separate district industry table,public district-government HTML/PDF attachment,official publication; cite source; no establishment microdata redistribution,YES for published aggregates,NO,"Locks the official control total and universe. Exhaustive table review found no public industry-by-control, establishment-location, or sub-control employment table.","AVAILABLE, BUT NO FINER PUBLIC BREAKDOWN FOUND",True
310115005000,浦东新区,陆家嘴街道,2,official-control-context,Pudong New Area Statistics Bureau,"Pudong Statistical Yearbook 2025, Table 20-1: Lujiazui Finance and Trade Zone",https://www.pudong.gov.cn/assets/xls/tjj/2025/%E7%AC%AC%E4%BA%8C%E5%8D%81%E7%AF%87%20%E9%87%8D%E7%82%B9%E5%BC%80%E5%8F%91%E5%8C%BA%E5%92%8C%E8%A1%97%E9%95%87.pdf,2023 and 2024,whole Lujiazui Finance and Trade Zone,"228 office buildings, 16.0 million m2 office floor area, 81.9% occupancy in 2023",public government HTML/PDF,official publication; citation permitted; no implied license for unpublished microdata,YES for published aggregates,NO,"Strong aggregate office-stock validation, but the finance-and-trade-zone scope is broader than Lujiazui Street and contains no exact-reach subarea split.",AVAILABLE AS AGGREGATE VALIDATION ONLY,True
